CustomerID,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFM_Score,RFM_Segment
13058,25,3,271.40000000000003,3,2,1,321,Promising
13059,250,1,183.4,1,1,1,111,Can't Lose
13060,254,1,307.53000000000003,1,1,2,112,Can't Lose
13061,72,1,248.61,2,1,1,211,Can't Lose
13062,191,1,346.98,1,1,2,112,Can't Lose
13064,13,4,1119.49,4,3,3,433,Loyal
13065,373,1,205.86,1,1,1,111,Can't Lose
13066,24,3,430.9,3,2,2,322,Promising
13067,82,1,115.46000000000001,2,1,1,211,Can't Lose
13068,10,2,344.0,4,2,2,422,New Customers
13069,1,27,3717.82,4,4,4,444,Champions
13070,192,1,228.8,1,1,1,111,Can't Lose
13072,267,1,177.15,1,1,1,111,Can't Lose
13075,130,1,919.61,2,1,3,213,Unknown
13077,1,4,729.27,4,3,3,433,Loyal
13078,1,43,12432.28,4,4,4,444,Champions
13079,4,5,220.10000000000002,4,3,1,431,Unknown
13080,179,1,58.08,1,1,1,111,Can't Lose
13081,1,21,27964.48,4,4,4,444,Champions
13082,126,10,3595.48,2,4,4,244,Hibernating
13083,4,2,303.75,4,2,2,422,New Customers
13085,158,3,272.38,1,2,1,121,Can't Lose
13089,3,118,57385.88,4,4,4,444,Champions
13090,9,18,8689.39,4,4,4,444,Champions
13091,21,2,319.82,3,2,2,322,Promising
13092,71,6,459.83,2,3,2,232,About to Sleep
13093,267,13,7741.47,1,4,4,144,Hibernating
13094,21,16,1708.8600000000001,3,4,4,344,Loyal
13095,71,1,74.39999999999999,2,1,1,211,Can't Lose
13097,33,14,5893.32,3,4,4,344,Loyal
13098,1,41,28658.88,4,4,4,444,Champions
13099,99,1,207.36,2,1,1,211,Can't Lose
13101,234,1,101.19,1,1,1,111,Can't Lose
13102,1,27,6336.29,4,4,4,444,Champions
13103,40,1,243.94,3,1,1,311,Lost
13104,3,6,1098.48,4,3,3,433,Loyal
13106,129,2,59.5,2,2,1,221,At Risk
13107,44,5,1524.07,3,3,3,333,Potential Loyalists
13108,373,1,350.06,1,1,2,112,Can't Lose
13109,3,5,766.84,4,3,3,433,Loyal
13110,31,8,1452.8700000000001,3,4,3,343,Loyal
13113,1,40,10510.0,4,4,4,444,Champions
13115,9,14,2205.63,4,4,4,444,Champions
13116,117,2,485.19,2,2,2,222,At Risk
13117,22,8,984.91,3,4,3,343,Loyal
13118,20,7,1125.0,3,4,3,343,Loyal
13120,239,1,30.6,1,1,1,111,Can't Lose
13121,269,2,254.73,1,2,1,121,Can't Lose
13122,94,2,922.39,2,2,3,223,About to Sleep
13124,90,3,3866.33,2,2,4,224,About to Sleep
13126,5,10,2056.29,4,4,4,444,Champions
13127,78,1,259.17,2,1,1,211,Can't Lose
13130,94,1,64.0,2,1,1,211,Can't Lose
13131,23,4,1039.3,3,3,3,333,Potential Loyalists
13132,262,1,77.3,1,1,1,111,Can't Lose
13133,274,2,109.8,1,2,1,121,Can't Lose
13134,73,7,1740.63,2,4,4,244,Hibernating
13135,197,1,3096.0,1,1,4,114,Unknown
13136,50,11,2545.38,3,4,4,344,Loyal
13137,11,9,3605.08,4,4,4,444,Champions
13138,22,6,962.39,3,3,3,333,Potential Loyalists
13139,16,8,5055.79,4,4,4,444,Champions
13140,108,3,423.72,2,2,2,222,At Risk
13141,85,6,2385.8,2,3,4,234,About to Sleep
13142,19,1,307.09000000000003,3,1,2,312,Promising
13144,333,1,110.95,1,1,1,111,Can't Lose
13145,40,5,614.77,3,3,2,332,Potential Loyalists
13146,26,1,228.91,3,1,1,311,Lost
13147,10,4,712.8,4,3,3,433,Loyal
13148,29,17,3348.48,3,4,4,344,Loyal
13149,14,4,1676.06,4,3,4,434,Loyal
13151,203,2,1250.3700000000001,1,2,3,123,Can't Lose
13153,6,1,486.22,4,1,2,412,New Customers
13155,33,4,971.76,3,3,3,333,Potential Loyalists
13157,49,5,1721.57,3,3,4,334,Loyal
13158,95,4,1201.06,2,3,3,233,About to Sleep
13159,9,5,1379.75,4,3,3,433,Loyal
13160,22,1,91.8,3,1,1,311,Lost
13161,313,1,112.75,1,1,1,111,Can't Lose
13162,122,5,1644.99,2,3,4,234,About to Sleep
13165,46,2,1021.48,3,2,3,323,Potential Loyalists
13166,282,2,414.7,1,2,2,122,Can't Lose
13167,19,4,791.33,3,3,3,333,Potential Loyalists
13168,36,5,1310.14,3,3,3,333,Potential Loyalists
13169,64,2,712.88,2,2,3,223,About to Sleep
13170,27,1,116.00999999999999,3,1,1,311,Lost
13171,8,5,426.81,4,3,2,432,Unknown
13173,4,2,353.65000000000003,4,2,2,422,New Customers
13174,16,3,2817.03,4,2,4,424,Unknown
13176,46,1,492.84,3,1,2,312,Promising
13177,65,1,282.45,2,1,1,211,Can't Lose
13178,26,11,5725.47,3,4,4,344,Loyal
13182,45,1,121.18,3,1,1,311,Lost
13183,8,9,3957.78,4,4,4,444,Champions
13184,15,12,1648.79,4,4,4,444,Champions
13185,268,1,71.4,1,1,1,111,Can't Lose
13186,40,5,1539.69,3,3,3,333,Potential Loyalists
13187,337,1,236.02,1,1,1,111,Can't Lose
13188,11,1,114.6,4,1,1,411,Lost
13189,19,2,260.68,3,2,1,321,Promising
13192,95,2,911.94,2,2,3,223,About to Sleep
13193,61,1,117.88,2,1,1,211,Can't Lose
13194,136,1,60.7,2,1,1,211,Can't Lose
13196,11,4,1797.78,4,3,4,434,Loyal
13198,10,8,3384.09,4,4,4,444,Champions
13199,4,39,9803.96,4,4,4,444,Champions
13200,19,4,870.09,3,3,3,333,Potential Loyalists
13203,10,4,869.46,4,3,3,433,Loyal
13207,15,2,250.26000000000002,4,2,1,421,New Customers
13208,59,7,1205.9,2,4,3,243,Hibernating
13209,30,11,5820.16,3,4,4,344,Loyal
13210,94,1,353.48,2,1,2,212,At Risk
13211,10,3,1197.42,4,2,3,423,Potential Loyalists
13212,9,4,780.58,4,3,3,433,Loyal
13213,57,6,1518.43,2,3,3,233,About to Sleep
13216,268,1,333.74,1,1,2,112,Can't Lose
13217,122,5,133.62,2,3,1,231,Unknown
13218,127,1,62.64,2,1,1,211,Can't Lose
13220,78,4,819.2900000000001,2,3,3,233,About to Sleep
13221,240,2,847.41,1,2,3,123,Can't Lose
13223,200,2,163.2,1,2,1,121,Can't Lose
13224,60,3,2150.85,2,2,4,224,About to Sleep
13225,3,8,6083.04,4,4,4,444,Champions
13226,273,1,108.21000000000001,1,1,1,111,Can't Lose
13227,202,1,257.7,1,1,1,111,Can't Lose
13228,81,1,358.0,2,1,2,212,At Risk
13229,226,1,160.95,1,1,1,111,Can't Lose
13230,4,15,2763.41,4,4,4,444,Champions
13232,13,7,1357.6,4,4,3,443,Champions
13233,74,2,605.12,2,2,2,222,At Risk
13235,212,2,101.17000000000007,1,2,1,121,Can't Lose
13236,25,3,727.27,3,2,3,323,Potential Loyalists
13238,11,5,680.83,4,3,3,433,Loyal
13239,262,1,329.56,1,1,2,112,Can't Lose
13240,96,4,663.65,2,3,3,233,About to Sleep
13242,112,3,270.40000000000003,2,2,1,221,At Risk
13243,203,1,600.07,1,1,2,112,Can't Lose
13244,93,1,121.74000000000001,2,1,1,211,Can't Lose
13245,51,1,430.5,2,1,2,212,At Risk
13246,18,7,1922.1,3,4,4,344,Loyal
13247,18,4,501.12,3,3,2,332,Potential Loyalists
13248,125,2,465.68,2,2,2,222,At Risk
13249,92,3,711.41,2,2,3,223,About to Sleep
13253,157,2,1030.4,1,2,3,123,Can't Lose
13255,4,3,390.65999999999997,4,2,2,422,New Customers
13258,12,3,698.5799999999999,4,2,3,423,Potential Loyalists
13259,62,1,292.32,2,1,1,211,Can't Lose
13260,61,1,557.62,2,1,2,212,At Risk
13261,269,2,944.1,1,2,3,123,Can't Lose
13262,263,1,200.29,1,1,1,111,Can't Lose
13263,1,35,7454.07,4,4,4,444,Champions
13265,53,5,2107.66,2,3,4,234,About to Sleep
13266,11,19,3717.67,4,4,4,444,Champions
13267,3,27,4404.4400000000005,4,4,4,444,Champions
13268,18,15,3167.64,3,4,4,344,Loyal
13269,1,17,5315.92,4,4,4,444,Champions
13270,366,1,590.0,1,1,2,112,Can't Lose
13271,37,2,178.26,3,2,1,321,Promising
13272,31,2,276.56,3,2,1,321,Promising
13273,113,1,138.98,2,1,1,211,Can't Lose
13276,64,2,590.9300000000001,2,2,2,222,At Risk
13277,16,4,258.4,4,3,1,431,Unknown
13278,41,1,542.73,3,1,2,312,Promising
13279,64,2,126.30000000000001,2,2,1,221,At Risk
13280,122,3,814.86,2,2,3,223,About to Sleep
13282,18,6,1047.84,3,3,3,333,Potential Loyalists
13283,60,2,93.66,2,2,1,221,At Risk
13284,323,2,196.15,1,2,1,121,Can't Lose
13285,23,4,2709.12,3,3,4,334,Loyal
13291,156,1,361.11,1,1,2,112,Can't Lose
13292,39,2,578.94,3,2,2,322,Promising
13294,190,2,873.74,1,2,3,123,Can't Lose
13295,360,2,197.95000000000002,1,2,1,121,Can't Lose
13296,137,1,87.4,2,1,1,211,Can't Lose
13297,8,4,2089.85,4,3,4,434,Loyal
13298,1,1,360.0,4,1,2,412,New Customers
13299,268,1,142.5,1,1,1,111,Can't Lose
13300,165,2,365.29,1,2,2,122,Can't Lose
13301,104,4,618.09,2,3,2,232,About to Sleep
13302,155,1,63.75,1,1,1,111,Can't Lose
13304,351,1,300.42,1,1,2,112,Can't Lose
13305,4,10,2000.86,4,4,4,444,Champions
13307,120,1,15.0,2,1,1,211,Can't Lose
13308,23,4,1367.6100000000001,3,3,3,333,Potential Loyalists
13309,7,5,1456.79,4,3,3,433,Loyal
13310,9,6,1083.63,4,3,3,433,Loyal
13311,4,2,598.57,4,2,2,422,New Customers
13313,22,5,1555.3200000000002,3,3,3,333,Potential Loyalists
13314,2,4,578.66,4,3,2,432,Unknown
13316,37,5,5815.49,3,3,4,334,Loyal
13317,64,9,2140.07,2,4,4,244,Hibernating
13318,1,3,640.76,4,2,2,422,New Customers
13319,5,36,10664.34,4,4,4,444,Champions
13320,70,6,1491.7,2,3,3,233,About to Sleep
13321,72,2,567.36,2,2,2,222,At Risk
13322,17,1,199.48000000000002,4,1,1,411,Lost
13323,3,5,787.85,4,3,3,433,Loyal
13324,32,12,7072.8,3,4,4,344,Loyal
13325,82,1,675.3,2,1,3,213,Unknown
13327,39,9,3617.57,3,4,4,344,Loyal
13328,316,1,1308.48,1,1,3,113,Unknown
13329,32,4,740.4,3,3,3,333,Potential Loyalists
13330,93,3,1140.93,2,2,3,223,About to Sleep
13332,14,1,350.90000000000003,4,1,2,412,New Customers
13334,82,3,3536.82,2,2,4,224,About to Sleep
13336,77,1,795.12,2,1,3,213,Unknown
13338,154,3,431.82,1,2,2,122,Can't Lose
13339,201,1,860.12,1,1,3,113,Unknown
13340,45,7,10736.48,3,4,4,344,Loyal
13341,261,1,775.85,1,1,3,113,Unknown
13343,173,2,303.93,1,2,2,122,Can't Lose
13344,68,3,2543.7200000000003,2,2,4,224,About to Sleep
13345,277,2,377.6,1,2,2,122,Can't Lose
13347,70,1,341.36,2,1,2,212,At Risk
13348,64,1,233.76000000000002,2,1,1,211,Can't Lose
13349,11,1,247.32,4,1,1,411,Lost
13350,16,3,910.72,4,2,3,423,Potential Loyalists
13351,66,1,373.94,2,1,2,212,At Risk
13352,8,2,389.28000000000003,4,2,2,422,New Customers
13354,71,1,743.53,2,1,3,213,Unknown
13355,122,1,674.7,2,1,3,213,Unknown
13356,80,1,768.24,2,1,3,213,Unknown
13357,257,1,609.95,1,1,2,112,Can't Lose
13358,269,1,439.03000000000003,1,1,2,112,Can't Lose
13359,59,2,431.26,2,2,2,222,At Risk
13362,3,5,3085.4900000000002,4,3,4,434,Loyal
13363,18,2,992.5,3,2,3,323,Potential Loyalists
13365,9,3,2191.22,4,2,4,424,Unknown
13366,50,1,56.16,3,1,1,311,Lost
13368,257,2,623.4,1,2,2,122,Can't Lose
13369,354,2,263.75,1,2,1,121,Can't Lose
13370,366,2,721.32,1,2,3,123,Can't Lose
13372,90,1,378.64,2,1,2,212,At Risk
13373,61,3,3312.25,2,2,4,224,About to Sleep
13375,81,2,772.9,2,2,3,223,About to Sleep
13376,99,3,1019.76,2,2,3,223,About to Sleep
13379,26,3,572.56,3,2,2,322,Promising
13381,21,7,3626.81,3,4,4,344,Loyal
13382,281,1,222.99,1,1,1,111,Can't Lose
13384,31,9,4122.28,3,4,4,344,Loyal
13385,330,1,534.57,1,1,2,112,Can't Lose
13388,121,3,627.15,2,2,2,222,At Risk
13389,11,3,797.96,4,2,3,423,Potential Loyalists
13390,75,1,544.08,2,1,2,212,At Risk
13391,204,1,59.8,1,1,1,111,Can't Lose
13394,2,10,2312.8,4,4,4,444,Champions
13395,185,1,307.72,1,1,2,112,Can't Lose
13396,22,4,1325.29,3,3,3,333,Potential Loyalists
13397,73,6,1539.18,2,3,3,233,About to Sleep
13398,192,1,457.34000000000003,1,1,2,112,Can't Lose
13402,127,2,621.23,2,2,2,222,At Risk
13403,18,1,75.0,3,1,1,311,Lost
13404,1,2,252.49,4,2,1,421,New Customers
13405,74,3,572.451,2,2,2,222,At Risk
13408,2,81,27487.41,4,4,4,444,Champions
13410,9,7,988.91,4,4,3,443,Champions
13411,107,1,213.55,2,1,1,211,Can't Lose
13414,134,3,1390.5,2,2,3,223,About to Sleep
13416,44,2,712.5,3,2,3,323,Potential Loyalists
13417,5,2,640.83,4,2,2,422,New Customers
13418,12,23,5845.4400000000005,4,4,4,444,Champions
13419,64,1,221.06,2,1,1,211,Can't Lose
13420,135,4,140.35,2,3,1,231,Unknown
13421,40,3,1848.98,3,2,4,324,Unknown
13422,51,2,2601.55,2,2,4,224,About to Sleep
13425,108,3,1624.21,2,2,3,223,About to Sleep
13426,1,12,3550.7000000000003,4,4,4,444,Champions
13427,19,3,582.6,3,2,2,322,Promising
13428,10,1,218.47,4,1,1,411,Lost
13429,11,4,1006.8,4,3,3,433,Loyal
13430,19,4,648.6899999999999,3,3,2,332,Potential Loyalists
13431,67,2,1269.1,2,2,3,223,About to Sleep
13434,74,2,534.24,2,2,2,222,At Risk
13435,5,9,3794.4900000000002,4,4,4,444,Champions
13436,2,1,196.89,4,1,1,411,Lost
13437,14,7,3408.06,4,4,4,444,Champions
13439,255,1,283.71,1,1,1,111,Can't Lose
13441,92,1,296.64,2,1,1,211,Can't Lose
13447,23,4,1104.23,3,3,3,333,Potential Loyalists
13448,17,10,3465.67,4,4,4,444,Champions
13449,24,1,291.88,3,1,1,311,Lost
13450,27,6,2043.72,3,3,4,334,Loyal
13451,26,6,2916.45,3,3,4,334,Loyal
13452,259,2,590.0,1,2,2,122,Can't Lose
13453,166,2,356.98,1,2,2,122,Can't Lose
13455,25,4,1007.35,3,3,3,333,Potential Loyalists
13456,18,7,1737.8200000000002,3,4,4,344,Loyal
13458,7,22,9537.92,4,4,4,444,Champions
13460,29,2,183.44,3,2,1,321,Promising
13461,39,3,1445.0,3,2,3,323,Potential Loyalists
13462,183,2,143.25,1,2,1,121,Can't Lose
13464,58,1,674.68,2,1,3,213,Unknown
13466,100,2,297.95,2,2,1,221,At Risk
13467,11,2,1083.71,4,2,3,423,Potential Loyalists
13468,2,41,5656.75,4,4,4,444,Champions
13470,99,2,165.0,2,2,1,221,At Risk
13471,1,4,2531.58,4,3,4,434,Loyal
13473,61,3,417.54,2,2,2,222,At Risk
13474,236,1,229.59,1,1,1,111,Can't Lose
13475,191,4,1431.78,1,3,3,133,Hibernating
13476,179,4,1092.77,1,3,3,133,Hibernating
13477,38,8,1441.53,3,4,3,343,Loyal
13479,198,3,291.0,1,2,1,121,Can't Lose
13481,46,8,1776.81,3,4,4,344,Loyal
13482,232,1,184.64000000000001,1,1,1,111,Can't Lose
13483,66,1,140.34,2,1,1,211,Can't Lose
13484,241,1,313.8,1,1,2,112,Can't Lose
13485,233,1,454.24,1,1,2,112,Can't Lose
13486,78,3,1122.41,2,2,3,223,About to Sleep
13487,58,3,575.4,2,2,2,222,At Risk
13488,17,17,8910.61,4,4,4,444,Champions
13489,105,4,449.52,2,3,2,232,About to Sleep
13491,52,10,1215.82,2,4,3,243,Hibernating
13492,136,3,1269.84,2,2,3,223,About to Sleep
13493,275,2,618.63,1,2,2,122,Can't Lose
13494,312,1,316.26000000000005,1,1,2,112,Can't Lose
13495,8,6,1990.1200000000001,4,3,4,434,Loyal
13496,11,3,617.93,4,2,2,422,New Customers
13497,283,3,321.05,1,2,2,122,Can't Lose
13499,18,7,1146.96,3,4,3,343,Loyal
13500,23,4,1136.77,3,3,3,333,Potential Loyalists
13501,243,2,1310.47,1,2,3,123,Can't Lose
13502,17,3,292.0,4,2,1,421,New Customers
13503,71,1,216.85,2,1,1,211,Can't Lose
13504,64,1,295.93,2,1,1,211,Can't Lose
13505,68,8,4282.88,2,4,4,244,Hibernating
13506,312,3,452.82,1,2,2,122,Can't Lose
13507,3,4,2479.16,4,3,4,434,Loyal
13508,244,1,110.97,1,1,1,111,Can't Lose
13509,9,7,979.72,4,4,3,443,Champions
13510,1,5,1785.16,4,3,4,434,Loyal
13512,261,1,251.21,1,1,1,111,Can't Lose
13513,127,1,205.1,2,1,1,211,Can't Lose
13514,74,1,152.20000000000002,2,1,1,211,Can't Lose
13515,73,4,891.12,2,3,3,233,About to Sleep
13516,21,3,1389.41,3,2,3,323,Potential Loyalists
13517,60,5,2109.07,2,3,4,234,About to Sleep
13518,86,1,659.44,2,1,3,213,Unknown
13519,50,2,110.8,3,2,1,321,Promising
13520,59,8,3487.75,2,4,4,244,Hibernating
13521,1,3,1093.65,4,2,3,423,Potential Loyalists
13522,30,1,125.80000000000001,3,1,1,311,Lost
13523,33,6,3755.38,3,3,4,334,Loyal
13524,41,5,680.1800000000001,3,3,3,333,Potential Loyalists
13525,15,2,628.78,4,2,2,422,New Customers
13527,34,8,2263.76,3,4,4,344,Loyal
13529,79,2,307.76,2,2,2,222,At Risk
13531,205,2,483.8,1,2,2,122,Can't Lose
13532,34,1,210.31,3,1,1,311,Lost
13533,183,3,270.79,1,2,1,121,Can't Lose
13534,2,43,5613.08,4,4,4,444,Champions
13536,1,7,3448.29,4,4,4,444,Champions
13538,43,7,1280.85,3,4,3,343,Loyal
13539,86,4,605.84,2,3,2,232,About to Sleep
13544,40,2,291.41,3,2,1,321,Promising
13546,12,3,626.99,4,2,2,422,New Customers
13548,96,2,682.41,2,2,3,223,About to Sleep
13549,26,8,916.12,3,4,3,343,Loyal
13551,319,1,91.80000000000001,1,1,1,111,Can't Lose
13552,66,16,3539.53,2,4,4,244,Hibernating
13555,74,4,4149.28,2,3,4,234,About to Sleep
13557,28,2,584.0600000000001,3,2,2,322,Promising
13558,6,4,605.06,4,3,2,432,Unknown
13560,7,1,174.37,4,1,1,411,Lost
13561,216,1,141.85999999999999,1,1,1,111,Can't Lose
13562,82,3,1799.3300000000002,2,2,4,224,About to Sleep
13563,84,2,777.53,2,2,3,223,About to Sleep
13564,144,5,647.74,1,3,2,132,Can't Lose
13565,19,2,240.22,3,2,1,321,Promising
13566,41,2,874.71,3,2,3,323,Potential Loyalists
13568,173,1,192.85,1,1,1,111,Can't Lose
13569,17,2,373.75,4,2,2,422,New Customers
13570,243,1,239.49,1,1,1,111,Can't Lose
13571,13,12,2092.32,4,4,4,444,Champions
13572,206,1,1384.25,1,1,3,113,Unknown
13573,50,2,294.40000000000003,3,2,1,321,Promising
13575,23,5,732.07,3,3,3,333,Potential Loyalists
13576,10,20,6703.3,4,4,4,444,Champions
13577,25,5,1658.3,3,3,4,334,Loyal
13579,15,2,467.04,4,2,2,422,New Customers
13581,309,1,118.0,1,1,1,111,Can't Lose
13583,156,1,781.03,1,1,3,113,Unknown
13584,307,1,142.4,1,1,1,111,Can't Lose
13587,32,3,347.0,3,2,2,322,Promising
13588,16,13,2445.12,4,4,4,444,Champions
13589,15,2,379.65,4,2,2,422,New Customers
13590,11,7,1976.1200000000001,4,4,4,444,Champions
13591,65,3,1117.13,2,2,3,223,About to Sleep
13592,36,4,247.95999999999998,3,3,1,331,Lost
13593,108,6,1990.28,2,3,4,234,About to Sleep
13594,53,1,396.97,2,1,2,212,At Risk
13596,6,2,697.04,4,2,3,423,Potential Loyalists
13598,47,2,167.42000000000002,3,2,1,321,Promising
13599,1,33,5030.6,4,4,4,444,Champions
13600,312,1,219.52,1,1,1,111,Can't Lose
13601,45,2,693.32,3,2,3,323,Potential Loyalists
13602,65,1,428.89,2,1,2,212,At Risk
13603,26,1,164.34,3,1,1,311,Lost
13606,29,3,280.54,3,2,1,321,Promising
13607,40,1,678.01,3,1,3,313,Unknown
13610,12,9,1115.43,4,4,3,443,Champions
13611,89,4,1158.2,2,3,3,233,About to Sleep
13614,24,4,1610.46,3,3,3,333,Potential Loyalists
13615,313,2,399.99,1,2,2,122,Can't Lose
13617,40,3,544.18,3,2,2,322,Promising
13618,174,1,177.34,1,1,1,111,Can't Lose
13621,117,1,213.85,2,1,1,211,Can't Lose
13623,31,7,672.44,3,4,3,343,Loyal
13626,253,1,257.23,1,1,1,111,Can't Lose
13627,59,7,1624.02,2,4,3,243,Hibernating
13629,23,11,7792.36,3,4,4,344,Loyal
13630,5,11,1995.68,4,4,4,444,Champions
13631,100,12,3021.77,2,4,4,244,Hibernating
13632,25,6,2117.02,3,3,4,334,Loyal
13634,33,5,1575.16,3,3,3,333,Potential Loyalists
13635,68,1,1071.03,2,1,3,213,Unknown
13636,37,6,941.62,3,3,3,333,Potential Loyalists
13637,52,3,810.5,2,2,3,223,About to Sleep
13638,16,1,122.64,4,1,1,411,Lost
13639,74,1,1033.34,2,1,3,213,Unknown
13642,216,1,354.8,1,1,2,112,Can't Lose
13643,31,3,519.44,3,2,2,322,Promising
13644,9,5,2597.52,4,3,4,434,Loyal
13645,120,1,252.1,2,1,1,211,Can't Lose
13647,10,5,1670.22,4,3,4,434,Loyal
13649,257,2,346.6,1,2,2,122,Can't Lose
13650,17,7,1809.3400000000001,4,4,4,444,Champions
13651,35,2,94.2,3,2,1,321,Promising
13652,46,3,1095.08,3,2,3,323,Potential Loyalists
13654,43,6,2707.33,3,3,4,334,Loyal
13655,114,2,932.97,2,2,3,223,About to Sleep
13656,165,2,379.65,1,2,2,122,Can't Lose
13657,11,2,382.14,4,2,2,422,New Customers
13658,10,7,2421.47,4,4,4,444,Champions
13659,197,3,1550.85,1,2,3,123,Can't Lose
13662,86,7,879.08,2,4,3,243,Hibernating
13663,179,1,189.47,1,1,1,111,Can't Lose
13666,60,3,84.65,2,2,1,221,At Risk
13667,149,1,305.02,1,1,2,112,Can't Lose
13668,3,29,6216.07,4,4,4,444,Champions
13669,51,2,218.55,2,2,1,221,At Risk
13670,75,1,349.7,2,1,2,212,At Risk
13673,19,2,396.92,3,2,2,322,Promising
13675,151,2,486.82000000000005,1,2,2,122,Can't Lose
13678,152,1,232.6,1,1,1,111,Can't Lose
13680,1,5,2202.31,4,3,4,434,Loyal
13681,18,4,827.83,3,3,3,333,Potential Loyalists
13682,187,1,59.5,1,1,1,111,Can't Lose
13684,286,2,64.23,1,2,1,121,Can't Lose
13685,3,7,3119.44,4,4,4,444,Champions
13686,183,1,72.0,1,1,1,111,Can't Lose
13689,63,1,910.0,2,1,3,213,Unknown
13690,59,1,172.25,2,1,1,211,Can't Lose
13692,25,5,1466.8700000000001,3,3,3,333,Potential Loyalists
13694,4,60,62653.1,4,4,4,444,Champions
13695,31,15,2504.13,3,4,4,344,Loyal
13697,39,1,151.3,3,1,1,311,Lost
13699,155,1,308.58000000000004,1,1,2,112,Can't Lose
13700,26,10,2265.12,3,4,4,344,Loyal
13703,318,1,99.5,1,1,1,111,Can't Lose
13704,5,10,2295.31,4,4,4,444,Champions
13705,8,3,711.86,4,2,3,423,Potential Loyalists
13706,303,1,330.79,1,1,2,112,Can't Lose
13707,267,2,806.41,1,2,3,123,Can't Lose
13708,271,1,296.88,1,1,1,111,Can't Lose
13709,4,17,6249.11,4,4,4,444,Champions
13710,32,1,180.48,3,1,1,311,Lost
13711,219,2,252.06,1,2,1,121,Can't Lose
13712,247,1,228.84,1,1,1,111,Can't Lose
13715,281,8,1053.94,1,4,3,143,Hibernating
13716,269,1,138.28,1,1,1,111,Can't Lose
13717,32,7,1432.26,3,4,3,343,Loyal
13718,246,2,306.55,1,2,2,122,Can't Lose
13719,15,5,1041.68,4,3,3,433,Loyal
13720,117,4,799.9,2,3,3,233,About to Sleep
13721,36,1,524.14,3,1,2,312,Promising
13722,120,4,2369.16,2,3,4,234,About to Sleep
13723,217,1,199.85000000000002,1,1,1,111,Can't Lose
13725,50,11,1809.81,3,4,4,344,Loyal
13726,39,2,1079.66,3,2,3,323,Potential Loyalists
13727,29,2,333.48,3,2,2,322,Promising
13728,37,6,1016.14,3,3,3,333,Potential Loyalists
13730,136,2,752.6,2,2,3,223,About to Sleep
13731,219,2,610.59,1,2,2,122,Can't Lose
13732,28,1,491.86,3,1,2,312,Promising
13735,25,8,2766.18,3,4,4,344,Loyal
13736,5,3,724.0,4,2,3,423,Potential Loyalists
13737,200,1,339.6,1,1,2,112,Can't Lose
13739,18,1,216.9,3,1,1,311,Lost
13740,241,1,350.75,1,1,2,112,Can't Lose
13741,72,4,666.33,2,3,3,233,About to Sleep
13742,17,14,3102.42,4,4,4,444,Champions
13743,3,8,1340.15,4,4,3,443,Champions
13744,95,2,1156.36,2,2,3,223,About to Sleep
13745,151,2,291.54,1,2,1,121,Can't Lose
13747,374,1,79.6,1,1,1,111,Can't Lose
13748,96,5,948.25,2,3,3,233,About to Sleep
13750,54,5,1647.26,2,3,4,234,About to Sleep
13751,288,1,296.25,1,1,1,111,Can't Lose
13752,124,6,1186.28,2,3,3,233,About to Sleep
13753,288,1,741.26,1,1,3,113,Unknown
13754,152,2,282.6,1,2,1,121,Can't Lose
13755,4,10,2154.68,4,4,4,444,Champions
13756,2,15,5145.12,4,4,4,444,Champions
13758,12,7,3190.55,4,4,4,444,Champions
13759,33,2,659.4100000000001,3,2,3,323,Potential Loyalists
13760,54,2,286.79,2,2,1,221,At Risk
13761,50,2,1070.65,3,2,3,323,Potential Loyalists
13762,204,2,3.552713678800501e-15,1,2,1,121,Can't Lose
13763,63,3,1689.46,2,2,4,224,About to Sleep
13764,71,3,1521.76,2,2,3,223,About to Sleep
13767,2,52,16945.71,4,4,4,444,Champions
13769,2,16,2771.8700000000003,4,4,4,444,Champions
13771,64,5,2631.7,2,3,4,234,About to Sleep
13772,34,3,1132.13,3,2,3,323,Potential Loyalists
13774,82,1,345.0,2,1,2,212,At Risk
13777,1,41,25748.350000000002,4,4,4,444,Champions
13778,103,1,178.7,2,1,1,211,Can't Lose
13780,7,2,360.01,4,2,2,422,New Customers
13781,251,1,127.84,1,1,1,111,Can't Lose
13782,13,6,912.0,4,3,3,433,Loyal
13784,10,11,2462.79,4,4,4,444,Champions
13786,367,1,230.4,1,1,1,111,Can't Lose
13787,76,2,309.04,2,2,2,222,At Risk
13790,4,1,348.79999999999995,4,1,2,412,New Customers
13791,43,3,1047.68,3,2,3,323,Potential Loyalists
13792,66,2,195.55,2,2,1,221,At Risk
13798,1,63,36351.42,4,4,4,444,Champions
13799,117,2,688.86,2,2,3,223,About to Sleep
13800,310,1,558.32,1,1,2,112,Can't Lose
13801,67,1,324.8,2,1,2,212,At Risk
13802,138,6,3906.27,2,3,4,234,About to Sleep
13803,255,1,277.07,1,1,1,111,Can't Lose
13804,31,7,2635.79,3,4,4,344,Loyal
13805,52,2,924.5999999999999,2,2,3,223,About to Sleep
13806,64,1,256.38,2,1,1,211,Can't Lose
13807,367,1,112.6,1,1,1,111,Can't Lose
13808,6,5,1747.66,4,3,4,434,Loyal
13809,305,1,155.05,1,1,1,111,Can't Lose
13810,29,4,899.51,3,3,3,333,Potential Loyalists
